participant.code,session.code,group.id_in_subsession,player.hours_stated,equal,group,channel,Chat_subject,Chat_group_all,Chat_sel
pbfhc88r,d671rbzv,6,10.0,True,d671rbzv6,30-FHM-161,"Hallo :) So wie ich das gesehen habe gibt es nur ein einziges Zweierteam (uns), da bin ich mir nicht sicher ob wir definitiv kontrolliert werden Ah, ok- bei mir stand eine Zweiergruppe. Wie du möchtest, sind ja nur 10 Überstunden ok Schönes Semester noch :) Danke ;)","Hallo :) hi mehr angeben oder richtige nummer angeben? So wie ich das gesehen habe gibt es nur ein einziges Zweierteam (uns), da bin ich mir nicht sicher ob wir definitiv kontrolliert werden wo hast du das gesehen? im text stand 21 zweier gruppen und 6 davon werden sicher überprüft Ah, ok- bei mir stand eine Zweiergruppe. Wie du möchtest, sind ja nur 10 Überstunden hmm wäre halt blöd wenns überprüft wird ... also 10 angeben? ok Schönes Semester noch :) danke dir auch :) Danke ;)","Hallo :) hi mehr angeben oder richtige nummer angeben? So wie ich das gesehen habe gibt es nur ein einziges Zweierteam (uns), da bin ich mir nicht sicher ob wir definitiv kontrolliert werden wo hast du das gesehen? im text stand 21 zweier gruppen und 6 davon werden sicher überprüft Ah, ok- bei mir stand eine Zweiergruppe. Wie du möchtest, sind ja nur 10 Überstunden hmm wäre halt blöd wenns überprüft wird ... also 10 angeben? ok Schönes Semester noch :) danke dir auch :) Danke ;)"
nkrw7vrw,d671rbzv,7,60.0,True,d671rbzv7,30-FHM-162,"hallo? was sollen wir eingeben? ja denk ich auch. wozu ist dann der chat überhaupt gut? :D wir könnten beide einen höheren wert angeben und drauf setzen dass wir nicht überprüft werden. was hältst du davon? nee eigentlich nicht :D also wir können auch einfach zehn nehmen ok no risk no fun gut, war nett mit dir zu quatschen. schöne woche noch :)","hallo? hi was sollen wir eingeben? ja 10 Überstunden oder  ja denk ich auch. wozu ist dann der chat überhaupt gut? :D ich verstehe es auch nicht :D wir könnten beide einen höheren wert angeben und drauf setzen dass wir nicht überprüft werden. was hältst du davon? du liebst das risiko? nee eigentlich nicht :D also wir können auch einfach zehn nehmen ja dann lass 60 angeben oder ok no risk no fun verlieren höchstens ein paar cent oder kassieren richtig ab gut, war nett mit dir zu quatschen. schöne woche noch :) jo dir auch :-)","hallo? hi was sollen wir eingeben? ja 10 Überstunden oder  ja denk ich auch. wozu ist dann der chat überhaupt gut? :D ich verstehe es auch nicht :D wir könnten beide einen höheren wert angeben und drauf setzen dass wir nicht überprüft werden. was hältst du davon? du liebst das risiko? nee eigentlich nicht :D also wir können auch einfach zehn nehmen ja dann lass 60 angeben oder ok no risk no fun verlieren höchstens ein paar cent oder kassieren richtig ab gut, war nett mit dir zu quatschen. schöne woche noch :) jo dir auch :-)"
ar52r0i4,d671rbzv,7,60.0,True,d671rbzv7,30-FHM-162,hi ja 10 Überstunden oder  ich verstehe es auch nicht :D du liebst das risiko? ja dann lass 60 angeben oder verlieren höchstens ein paar cent oder kassieren richtig ab jo dir auch :-),"hallo? hi was sollen wir eingeben? ja 10 Überstunden oder  ja denk ich auch. wozu ist dann der chat überhaupt gut? :D ich verstehe es auch nicht :D wir könnten beide einen höheren wert angeben und drauf setzen dass wir nicht überprüft werden. was hältst du davon? du liebst das risiko? nee eigentlich nicht :D also wir können auch einfach zehn nehmen ja dann lass 60 angeben oder ok no risk no fun verlieren höchstens ein paar cent oder kassieren richtig ab gut, war nett mit dir zu quatschen. schöne woche noch :) jo dir auch :-)","hallo? hi was sollen wir eingeben? ja 10 Überstunden oder  ja denk ich auch. wozu ist dann der chat überhaupt gut? :D ich verstehe es auch nicht :D wir könnten beide einen höheren wert angeben und drauf setzen dass wir nicht überprüft werden. was hältst du davon? du liebst das risiko? nee eigentlich nicht :D also wir können auch einfach zehn nehmen ja dann lass 60 angeben oder ok no risk no fun verlieren höchstens ein paar cent oder kassieren richtig ab gut, war nett mit dir zu quatschen. schöne woche noch :) jo dir auch :-)"
3uvm24h4,d671rbzv,8,10.0,True,d671rbzv8,30-FHM-163,"gern Jepp, viel Spaß noch","Hey, wollen wir bei 10 Überstunden bleiben? gern Ok, super. Dann war's das ja schon :) Jepp, viel Spaß noch","Hey, wollen wir bei 10 Überstunden bleiben? gern Ok, super. Dann war's das ja schon :) Jepp, viel Spaß noch"
zw79htcf,d671rbzv,8,60.0,True,d671rbzv8,30-FHM-163,"Hey, wollen wir bei 10 Überstunden bleiben? Ok, super. Dann war's das ja schon :)","Hey, wollen wir bei 10 Überstunden bleiben? gern Ok, super. Dann war's das ja schon :) Jepp, viel Spaß noch","Hey, wollen wir bei 10 Überstunden bleiben? gern Ok, super. Dann war's das ja schon :) Jepp, viel Spaß noch"
d9igv842,d671rbzv,9,60.0,True,d671rbzv9,30-FHM-164,"Hi! Wir haben ja nur wenig Überstunden geleistet - 10 Überstunden pro Person. Das heißt wir würden nur einen Euro ausgezahlt bekommen. Das ist sehr wenig. Wie wär's, wenn wir darauf spekulieren, dass wir nicht überprüft werden und unsere Überstunden höher angeben? Die Wahrscheinlichkeit, dass wir überprüft werden, beträgt ja nur ca. 30 % Ja, genau, wir könnten beide 60 Überstunden eintragen.  Cool! Ich auch! Wenn wir ""auffliegen"", haben wir halt 0 Euro statt 1 Euro zusätzlich Wenn wir aber nicht auffliegen, bekommt jeder 6€. Das wäre doch prima :) Finde ich auch! :) Okay! Sollen wir dann jetzt auf ""Chat beenden"" klicken? Ciao :)","Hallo:)# Hi! Wir haben ja nur wenig Überstunden geleistet - 10 Überstunden pro Person. Das heißt wir würden nur einen Euro ausgezahlt bekommen. Das ist sehr wenig. Wie wär's, wenn wir darauf spekulieren, dass wir nicht überprüft werden und unsere Überstunden höher angeben? Ja den Gedanken hatte ich auch, ist das jetzt richtig so, dass wir zb 60 Überstunden eintragen können? Die Wahrscheinlichkeit, dass wir überprüft werden, beträgt ja nur ca. 30 % Ja, ich würds probieren Ja, genau, wir könnten beide 60 Überstunden eintragen.  Cool! Ich auch! Wenn wir ""auffliegen"", haben wir halt 0 Euro statt 1 Euro zusätzlich Wenn wir aber nicht auffliegen, bekommt jeder 6€. Das wäre doch prima :) ja genau:D der verlust ist zu verkraften ok top! Finde ich auch! :) Okay! Sollen wir dann jetzt auf ""Chat beenden"" klicken? ok:) Ciao :)","Hallo:)# Hi! Wir haben ja nur wenig Überstunden geleistet - 10 Überstunden pro Person. Das heißt wir würden nur einen Euro ausgezahlt bekommen. Das ist sehr wenig. Wie wär's, wenn wir darauf spekulieren, dass wir nicht überprüft werden und unsere Überstunden höher angeben? Ja den Gedanken hatte ich auch, ist das jetzt richtig so, dass wir zb 60 Überstunden eintragen können? Die Wahrscheinlichkeit, dass wir überprüft werden, beträgt ja nur ca. 30 % Ja, ich würds probieren Ja, genau, wir könnten beide 60 Überstunden eintragen.  Cool! Ich auch! Wenn wir ""auffliegen"", haben wir halt 0 Euro statt 1 Euro zusätzlich Wenn wir aber nicht auffliegen, bekommt jeder 6€. Das wäre doch prima :) ja genau:D der verlust ist zu verkraften ok top! Finde ich auch! :) Okay! Sollen wir dann jetzt auf ""Chat beenden"" klicken? ok:) Ciao :)"
yuftp90m,d671rbzv,9,60.0,True,d671rbzv9,30-FHM-164,"Hallo:)# Ja den Gedanken hatte ich auch, ist das jetzt richtig so, dass wir zb 60 Überstunden eintragen können? Ja, ich würds probieren ja genau:D der verlust ist zu verkraften ok top! ok:)","Hallo:)# Hi! Wir haben ja nur wenig Überstunden geleistet - 10 Überstunden pro Person. Das heißt wir würden nur einen Euro ausgezahlt bekommen. Das ist sehr wenig. Wie wär's, wenn wir darauf spekulieren, dass wir nicht überprüft werden und unsere Überstunden höher angeben? Ja den Gedanken hatte ich auch, ist das jetzt richtig so, dass wir zb 60 Überstunden eintragen können? Die Wahrscheinlichkeit, dass wir überprüft werden, beträgt ja nur ca. 30 % Ja, ich würds probieren Ja, genau, wir könnten beide 60 Überstunden eintragen.  Cool! Ich auch! Wenn wir ""auffliegen"", haben wir halt 0 Euro statt 1 Euro zusätzlich Wenn wir aber nicht auffliegen, bekommt jeder 6€. Das wäre doch prima :) ja genau:D der verlust ist zu verkraften ok top! Finde ich auch! :) Okay! Sollen wir dann jetzt auf ""Chat beenden"" klicken? ok:) Ciao :)","Hallo:)# Hi! Wir haben ja nur wenig Überstunden geleistet - 10 Überstunden pro Person. Das heißt wir würden nur einen Euro ausgezahlt bekommen. Das ist sehr wenig. Wie wär's, wenn wir darauf spekulieren, dass wir nicht überprüft werden und unsere Überstunden höher angeben? Ja den Gedanken hatte ich auch, ist das jetzt richtig so, dass wir zb 60 Überstunden eintragen können? Die Wahrscheinlichkeit, dass wir überprüft werden, beträgt ja nur ca. 30 % Ja, ich würds probieren Ja, genau, wir könnten beide 60 Überstunden eintragen.  Cool! Ich auch! Wenn wir ""auffliegen"", haben wir halt 0 Euro statt 1 Euro zusätzlich Wenn wir aber nicht auffliegen, bekommt jeder 6€. Das wäre doch prima :) ja genau:D der verlust ist zu verkraften ok top! Finde ich auch! :) Okay! Sollen wir dann jetzt auf ""Chat beenden"" klicken? ok:) Ciao :)"
h0kg09wy,d671rbzv,10,60.0,True,d671rbzv10,30-FHM-165,Hallo? Sagen wir ganz einfach 10? Okay sehr gut  Ja :),Hallo? Hallo :) Sagen wir ganz einfach 10? genau das wollte ich auch gerade schreiben. Wäre ich mit einverstanden :) Okay sehr gut  supi :) wollen wir den Chat dann verlassen? Ja :) okay :),Hallo? Hallo :) Sagen wir ganz einfach 10? genau das wollte ich auch gerade schreiben. Wäre ich mit einverstanden :) Okay sehr gut  supi :) wollen wir den Chat dann verlassen? Ja :) okay :)
cil2itx1,d671rbzv,10,10.0,True,d671rbzv10,30-FHM-165,Hallo :) genau das wollte ich auch gerade schreiben. Wäre ich mit einverstanden :) supi :) wollen wir den Chat dann verlassen? okay :),Hallo? Hallo :) Sagen wir ganz einfach 10? genau das wollte ich auch gerade schreiben. Wäre ich mit einverstanden :) Okay sehr gut  supi :) wollen wir den Chat dann verlassen? Ja :) okay :),Hallo? Hallo :) Sagen wir ganz einfach 10? genau das wollte ich auch gerade schreiben. Wäre ich mit einverstanden :) Okay sehr gut  supi :) wollen wir den Chat dann verlassen? Ja :) okay :)
1hsj2093,d671rbzv,11,30.0,True,d671rbzv11,30-FHM-166,ok was sagst du? :D ich würde sagen wir geben mehr als 10 an solange wir das gleiche angeben ist das risko glaub ich überschaubar glaub ich haha bei 20 würden wir bei überprüfung 10 bekommen stimmts 20 ist okay aber ich wäre auch bei mehr dabei ne dann können wir ja auch mehr machen. 40 haben wir ja sicher ja man hahaha okay sollen wir 30 sagen? okay perfefkt! chat beenden? ,"ok was sagst du? :D ich würde sagen wir geben mehr als 10 an Haha ich kann die Chance dass wir überprüft werden nicht einschätzen :D Sonst wüde ich auf jeden Fall höher gehen solange wir das gleiche angeben ist das risko glaub ich überschaubar glaub ich haha Wie viel würdest du eingeben? 20 oder mehr? bei 20 würden wir bei überprüfung 10 bekommen stimmts ja genau 20 ist okay aber ich wäre auch bei mehr dabei Also im Grunde genommen nichts, 10 die wir geleistet haben und 10 die uns als Strafe wieder abgezogen werden Dann bleiben wir bei 40 Punkten stehen ne dann können wir ja auch mehr machen. 40 haben wir ja sicher yolo :D ja man hahaha okay sollen wir 30 sagen? Jap! okay perfefkt! chat beenden? ","ok was sagst du? :D ich würde sagen wir geben mehr als 10 an Haha ich kann die Chance dass wir überprüft werden nicht einschätzen :D Sonst wüde ich auf jeden Fall höher gehen solange wir das gleiche angeben ist das risko glaub ich überschaubar glaub ich haha Wie viel würdest du eingeben? 20 oder mehr? bei 20 würden wir bei überprüfung 10 bekommen stimmts ja genau 20 ist okay aber ich wäre auch bei mehr dabei Also im Grunde genommen nichts, 10 die wir geleistet haben und 10 die uns als Strafe wieder abgezogen werden Dann bleiben wir bei 40 Punkten stehen ne dann können wir ja auch mehr machen. 40 haben wir ja sicher yolo :D ja man hahaha okay sollen wir 30 sagen? Jap! okay perfefkt! chat beenden? "
707ewyzo,d671rbzv,11,30.0,True,d671rbzv11,30-FHM-166,"Haha ich kann die Chance dass wir überprüft werden nicht einschätzen :D Sonst wüde ich auf jeden Fall höher gehen Wie viel würdest du eingeben? 20 oder mehr? ja genau Also im Grunde genommen nichts, 10 die wir geleistet haben und 10 die uns als Strafe wieder abgezogen werden Dann bleiben wir bei 40 Punkten stehen yolo :D Jap!","ok was sagst du? :D ich würde sagen wir geben mehr als 10 an Haha ich kann die Chance dass wir überprüft werden nicht einschätzen :D Sonst wüde ich auf jeden Fall höher gehen solange wir das gleiche angeben ist das risko glaub ich überschaubar glaub ich haha Wie viel würdest du eingeben? 20 oder mehr? bei 20 würden wir bei überprüfung 10 bekommen stimmts ja genau 20 ist okay aber ich wäre auch bei mehr dabei Also im Grunde genommen nichts, 10 die wir geleistet haben und 10 die uns als Strafe wieder abgezogen werden Dann bleiben wir bei 40 Punkten stehen ne dann können wir ja auch mehr machen. 40 haben wir ja sicher yolo :D ja man hahaha okay sollen wir 30 sagen? Jap! okay perfefkt! chat beenden? ","ok was sagst du? :D ich würde sagen wir geben mehr als 10 an Haha ich kann die Chance dass wir überprüft werden nicht einschätzen :D Sonst wüde ich auf jeden Fall höher gehen solange wir das gleiche angeben ist das risko glaub ich überschaubar glaub ich haha Wie viel würdest du eingeben? 20 oder mehr? bei 20 würden wir bei überprüfung 10 bekommen stimmts ja genau 20 ist okay aber ich wäre auch bei mehr dabei Also im Grunde genommen nichts, 10 die wir geleistet haben und 10 die uns als Strafe wieder abgezogen werden Dann bleiben wir bei 40 Punkten stehen ne dann können wir ja auch mehr machen. 40 haben wir ja sicher yolo :D ja man hahaha okay sollen wir 30 sagen? Jap! okay perfefkt! chat beenden? "
as56ihoi,d671rbzv,12,40.0,True,d671rbzv12,30-FHM-167,Hallo :) na klar :D auf Risiko  ja würde ich auch sagen.  gut :) ,"Hallo :) Hallo Ich würde 60 angeben oder ? na klar :D auf Risiko  Macht das nicht am meisten Sinn ja würde ich auch sagen.  Okay, alles klar :) gut :) ","Hallo :) Hallo Ich würde 60 angeben oder ? na klar :D auf Risiko  Macht das nicht am meisten Sinn ja würde ich auch sagen.  Okay, alles klar :) gut :) "
xi6jcb7e,d671rbzv,12,60.0,True,d671rbzv12,30-FHM-167,"Hallo Ich würde 60 angeben oder ? Macht das nicht am meisten Sinn Okay, alles klar :)","Hallo :) Hallo Ich würde 60 angeben oder ? na klar :D auf Risiko  Macht das nicht am meisten Sinn ja würde ich auch sagen.  Okay, alles klar :) gut :) ","Hallo :) Hallo Ich würde 60 angeben oder ? na klar :D auf Risiko  Macht das nicht am meisten Sinn ja würde ich auch sagen.  Okay, alles klar :) gut :) "
ptzlbex1,d671rbzv,13,20.0,True,d671rbzv13,30-FHM-168,"hey! also, wir haben 10 überstunden, right? könnten wir beide lügen und hoffe, nicht kontrolliert zu werden? true! also entweder wir bleiben safe und kriegen einen euro oder wir lügen dreist und kassieren  okay, dann sagen wir, dass wir 20 überstunden gemacht haben?  yes! alles gute dir :)  dann verlassen wir den chat, right?","Hallo hey! also, wir haben 10 überstunden, right? Ja genau! Leider nicht so viele! Aber lügen lohnt sich wahrscheinlich auch eher nicht oder? könnten wir beide lügen und hoffe, nicht kontrolliert zu werden? Ja, aber wenn wir eine der 6 Gruppen sind rechnet es sich für uns nicht so doll oder? true! also entweder wir bleiben safe und kriegen einen euro oder wir lügen dreist und kassieren  Also 40 + (gelogen) 30 + Kontrolle = 50 - 20 = 30 Wir können es ja probieren, aber mehr als 20 würde ich nicht angeben, was meinst du? okay, dann sagen wir, dass wir 20 überstunden gemacht haben?  Ok, cool! :)  Dann drücke ich uns die Daumen, dass es nicht auffliegt! War schön zusammenzuarbeiten! yes! alles gute dir :)  Einen schönen Resttag noch :) dann verlassen wir den chat, right? Haha, ja! Ciao","Hallo hey! also, wir haben 10 überstunden, right? Ja genau! Leider nicht so viele! Aber lügen lohnt sich wahrscheinlich auch eher nicht oder? könnten wir beide lügen und hoffe, nicht kontrolliert zu werden? Ja, aber wenn wir eine der 6 Gruppen sind rechnet es sich für uns nicht so doll oder? true! also entweder wir bleiben safe und kriegen einen euro oder wir lügen dreist und kassieren  Also 40 + (gelogen) 30 + Kontrolle = 50 - 20 = 30 Wir können es ja probieren, aber mehr als 20 würde ich nicht angeben, was meinst du? okay, dann sagen wir, dass wir 20 überstunden gemacht haben?  Ok, cool! :)  Dann drücke ich uns die Daumen, dass es nicht auffliegt! War schön zusammenzuarbeiten! yes! alles gute dir :)  Einen schönen Resttag noch :) dann verlassen wir den chat, right? Haha, ja! Ciao"
oqraa9wo,d671rbzv,13,20.0,True,d671rbzv13,30-FHM-168,"Hallo Ja genau! Leider nicht so viele! Aber lügen lohnt sich wahrscheinlich auch eher nicht oder? Ja, aber wenn wir eine der 6 Gruppen sind rechnet es sich für uns nicht so doll oder? Also 40 + (gelogen) 30 + Kontrolle = 50 - 20 = 30 Wir können es ja probieren, aber mehr als 20 würde ich nicht angeben, was meinst du? Ok, cool! :)  Dann drücke ich uns die Daumen, dass es nicht auffliegt! War schön zusammenzuarbeiten! Einen schönen Resttag noch :) Haha, ja! Ciao","Hallo hey! also, wir haben 10 überstunden, right? Ja genau! Leider nicht so viele! Aber lügen lohnt sich wahrscheinlich auch eher nicht oder? könnten wir beide lügen und hoffe, nicht kontrolliert zu werden? Ja, aber wenn wir eine der 6 Gruppen sind rechnet es sich für uns nicht so doll oder? true! also entweder wir bleiben safe und kriegen einen euro oder wir lügen dreist und kassieren  Also 40 + (gelogen) 30 + Kontrolle = 50 - 20 = 30 Wir können es ja probieren, aber mehr als 20 würde ich nicht angeben, was meinst du? okay, dann sagen wir, dass wir 20 überstunden gemacht haben?  Ok, cool! :)  Dann drücke ich uns die Daumen, dass es nicht auffliegt! War schön zusammenzuarbeiten! yes! alles gute dir :)  Einen schönen Resttag noch :) dann verlassen wir den chat, right? Haha, ja! Ciao","Hallo hey! also, wir haben 10 überstunden, right? Ja genau! Leider nicht so viele! Aber lügen lohnt sich wahrscheinlich auch eher nicht oder? könnten wir beide lügen und hoffe, nicht kontrolliert zu werden? Ja, aber wenn wir eine der 6 Gruppen sind rechnet es sich für uns nicht so doll oder? true! also entweder wir bleiben safe und kriegen einen euro oder wir lügen dreist und kassieren  Also 40 + (gelogen) 30 + Kontrolle = 50 - 20 = 30 Wir können es ja probieren, aber mehr als 20 würde ich nicht angeben, was meinst du? okay, dann sagen wir, dass wir 20 überstunden gemacht haben?  Ok, cool! :)  Dann drücke ich uns die Daumen, dass es nicht auffliegt! War schön zusammenzuarbeiten! yes! alles gute dir :)  Einen schönen Resttag noch :) dann verlassen wir den chat, right? Haha, ja! Ciao"
